Basic Identification,,,,,Botanical Characteristics,,,,,,Environmental Requirements,,,,,,Location & Suitability,,,,,Environmental Impact,,,Maintenance & Care,,,,,Growth & Structure,,,,,Commercial / Business,,,,Geo Mapping,,,,Description & Use,,
Plant ID,Common Name,Scientific Name,Family,Other Names,Plant Type,Lifecycle,Growth Rate,Mature Height,Mature Width,Root Type,Sunlight Requirement,Watering Needs,Soil Type,Soil pH Range,Temperature Range,Humidity Requirement,Suitable Regions,Climate Zone,Hardiness Zone,Lat/Long Suitability,Urban/Rural Suitability,Oxygen Production Range (kg/yr),CO2 Absorption Range (kg/yr),Pollution Tolerance,Care Level,Pruning Requirement,Fertilizer Needs,Pest Resistance,Disease Susceptibility,Growth Pattern,Canopy Type,Leaf Type,Flowering Season,Fruiting Season,Cost per Plant,Availability,Nursery Source,Plantation Time,Area Size Required,Plantation Density,Spacing Between Plants,"Geo Coordinates (Lat, Lon)",Description,Benefits,Use Cases
IND-0573,Casuarina,Casuarina equisetifolia,Casuarinaceae,"Saru, Whistling Tree",Tree,Perennial,Fast,12.4 – 30.9 m,5.1 – 12.8 m,Rhizomatous,Partial Sun,High,Loamy,6.5 – 8.0,12°C – 42°C,Variable,West India,Humid Subtropical,10a,"21.5569°N, 73.4081°E",Urban,115.6 – 231.3 kg/yr,14.6 – 29.1 kg/yr,Very High,Medium / High,Yes – Annual,Compost (Bi-monthly),High,Medium,Spreading,Rounded,Deciduous,Winter,Spring,?1946 – ?3893,Seasonally Available,Local Nursery,Jun-Jul,94.1 – 188.2 sq.m,141 – 245 plants/ha,58.2 – 90.9 m,"21.5569, 73.4081","Casuarina (Casuarina equisetifolia) is a perennial tree native to or widely cultivated in India. It belongs to the family Casuarinaceae and thrives in loamy soils. Known for its ornamental value, it is widely planted across West India.",Provides 165.2 kg/year oxygen; absorbs 20.8 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Roadside Planting
IND-0574,Acacia,Acacia auriculiformis,Fabaceae,"Earleaf Acacia, Akashmoni",Tree,Perennial,Slow,16.6 – 41.5 m,5.9 – 14.7 m,Adventitious,Partial / Shade,Low / Medium,Black Cotton,5.0 – 6.5,13°C – 35°C,High (70-90%),North India,Semi-arid,11b,"29.7495°N, 75.0138°E",Urban,175.6 – 351.1 kg/yr,10.7 – 21.4 kg/yr,Medium,Low / Medium,Minimal,Compost (Bi-monthly),Medium,Low,Climbing,Rounded,Deciduous,Year-round,Monsoon,?1052 – ?2104,Seasonally Available,Private Agri Nursery,Nov-Dec,65.0 – 130.1 sq.m,345 – 598 plants/ha,37.3 – 58.2 m,"29.7495, 75.0138","Acacia (Acacia auriculiformis) is a perennial tree native to or widely cultivated in India. It belongs to the family Fabaceae and thrives in red laterite soils. Known for its medicinal value, it is widely planted across North India.",Provides 250.8 kg/year oxygen; absorbs 15.3 kg CO2/year; improves AQI; excellent shade tree.,Agro-forestry
IND-0575,Indian Tulip,Thespesia populnea,Malvaceae,"Portia Tree, Aden Apple",Tree,Perennial,Slow / Medium,17.1 – 42.8 m,4.7 – 11.7 m,Fibrous,Partial / Shade,Medium / High,Red Laterite,5.0 – 6.5,13°C – 42°C,Variable,South India,Subtropical,9b,"9.6157°N, 74.2499°E",Rural,157.5 – 315.0 kg/yr,23.9 – 47.9 kg/yr,Medium,Low,Not Required,None Required,Very High,Low,Weeping,Irregular,Evergreen,Oct-Dec,Summer,?953 – ?1906,Seasonally Available,National Nursery (CAMPA),Post-monsoon,33.2 – 66.4 sq.m,150 – 261 plants/ha,56.4 – 88.1 m,"9.6157, 74.2499","Indian Tulip (Thespesia populnea) is a perennial tree native to or widely cultivated in India. It belongs to the family Malvaceae and thrives in loamy soils. Known for its ornamental value, it is widely planted across South India.",Provides 225.0 kg/year oxygen; absorbs 34.2 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Kitchen Garden
IND-0576,Sea Grape,Coccoloba uvifera,Polygonaceae,Uva de Playa,Shrub,Perennial,Medium / Fast,2.9 – 7.4 m,2.2 – 5.6 m,Shallow Fibrous,Full Sun,Medium,Clay Loam,7.0 – 8.5,18°C – 49°C,Variable,Pan India,Highland,9b,"12.1666°N, 94.5296°E",Urban,36.7 – 73.4 kg/yr,3.6 – 7.3 kg/yr,High,Medium / High,Yes – Bi-annual,Organic (Monthly),Low,Medium,Columnar,Spreading,Semi-deciduous,Sep-Nov,Summer,?205 – ?411,Widely Available,State Forest Dept,Jun-Jul,13.4 – 26.9 sq.m,1384 – 2399 plants/ha,18.6 – 29.1 m,"12.1666, 94.5296","Sea Grape (Coccoloba uvifera) is a perennial shrub native to or widely cultivated in India. It belongs to the family Polygonaceae and thrives in black cotton soils. Known for its medicinal value, it is widely planted across Pan India.",Provides 52.4 kg/year oxygen; absorbs 5.2 kg CO2/year; improves AQI; excellent shade tree.,Coastal Protection
IND-0577,Indian Bay Leaf,Cinnamomum tamala,Lauraceae,"Tejpatta, Malabar Leaf",Tree,Perennial,Slow / Medium,3.1 – 7.8 m,1.9 – 4.7 m,Taproot,Full Sun,Medium,Alluvial,5.0 – 6.5,11°C – 34°C,High (70-90%),North India,Semi-arid,9b,"32.5666°N, 77.2658°E",Both,156.4 – 312.8 kg/yr,11.1 – 22.3 kg/yr,Very High,Medium,Yes – Annual,Compost (Bi-monthly),Very High,High,Bushy,Irregular,Deciduous,Nov-Jan,Sep-Nov,?332 – ?665,Seasonally Available,"Forest Research Institute, Dehradun",Jun-Jul,22.4 – 44.8 sq.m,189 – 327 plants/ha,50.4 – 78.8 m,"32.5666, 77.2658","Indian Bay Leaf (Cinnamomum tamala) is a perennial tree native to or widely cultivated in India. It belongs to the family Lauraceae and thrives in clay soils. Known for its ornamental value, it is widely planted across North India.",Provides 223.4 kg/year oxygen; absorbs 15.9 kg CO2/year; improves AQI; used in Ayurveda.,Agro-forestry
IND-0578,Cardamom,Elettaria cardamomum,Zingiberaceae,"Elaichi, Queen of Spices",Herb,Perennial,Medium,1.1 – 2.7 m,0.4 – 0.9 m,Lateral Spreading,Partial Sun,Low,Clay,6.5 – 8.0,5°C – 39°C,Variable,South India,Arid,11b,"8.3893°N, 75.1872°E",Rural,26.3 – 52.6 kg/yr,0.4 – 0.9 kg/yr,Medium,Low,Not Required,Compost (Bi-monthly),Very High,Susceptible to Fungi,Vertical,Irregular,Semi-deciduous,Summer,Sep-Nov,?83 – ?166,Rare,Online (Ugaoo/Nurserylive),Jun-Jul,6.8 – 13.6 sq.m,5487 – 9510 plants/ha,9.4 – 14.6 m,"8.3893, 75.1872","Cardamom (Elettaria cardamomum) is a perennial herb native to or widely cultivated in India. It belongs to the family Zingiberaceae and thrives in sandy soils. Known for its medicinal value, it is widely planted across South India.",Provides 37.6 kg/year oxygen; absorbs 0.64 kg CO2/year; improves AQI; used in Ayurveda.,Agro-forestry
IND-0579,Black Pepper,Piper nigrum,Piperaceae,"Kali Mirch, Maricha",Shrub,Perennial,Medium,2.6 – 6.6 m,0.6 – 1.5 m,Taproot,Full Sun / Partial,High,Sandy,6.5 – 8.0,6°C – 33°C,Low (30-50%),West India,Subtropical,10b,"22.061°N, 72.2649°E",Urban,53.2 – 106.4 kg/yr,10.1 – 20.3 kg/yr,Medium,Low,Yes – Bi-annual,Minimal,High,Susceptible to Pests,Spreading,Rounded,Evergreen,Mar-May,Mar-May,?256 – ?512,Seasonally Available,Online (Ugaoo/Nurserylive),Jan-Feb,5.6 – 11.2 sq.m,846 – 1467 plants/ha,23.8 – 37.2 m,"22.061, 72.2649","Black Pepper (Piper nigrum) is a perennial shrub native to or widely cultivated in India. It belongs to the family Piperaceae and thrives in alluvial soils. Known for its ornamental value, it is widely planted across West India.",Provides 76.0 kg/year oxygen; absorbs 14.5 kg CO2/year; improves AQI; excellent shade tree.,Medicinal / Ayurvedic
IND-0580,Coffee,Coffea arabica,Rubiaceae,"Kaapi, Arabian Coffee",Shrub,Perennial,Slow,1.3 – 3.3 m,1.0 – 2.4 m,Taproot,Partial / Shade,Low,Alluvial,7.0 – 8.5,6°C – 40°C,High (70-90%),East India,Humid Subtropical,9a,"25.9264°N, 85.5795°E",Both,45.1 – 90.3 kg/yr,8.5 – 16.9 kg/yr,High,Low,Not Required,NPK (Quarterly),Medium,Susceptible to Pests,Columnar,Weeping,Evergreen,Spring,Winter,?303 – ?606,Rare,National Nursery (CAMPA),Post-monsoon,6.1 – 12.2 sq.m,851 – 1475 plants/ha,23.8 – 37.1 m,"25.9264, 85.5795","Coffee (Coffea arabica) is a perennial shrub native to or widely cultivated in India. It belongs to the family Rubiaceae and thrives in alluvial soils. Known for its medicinal value, it is widely planted across East India.",Provides 64.5 kg/year oxygen; absorbs 12.1 kg CO2/year; improves AQI; used in Ayurveda.,Medicinal / Ayurvedic
IND-0581,Tea,Camellia sinensis,Theaceae,"Chai, Assam Tea",Shrub,Perennial,Medium / Fast,2.9 – 7.4 m,0.7 – 1.7 m,Adventitious,Full Sun / Partial,Low / Medium,Sandy,6.5 – 8.0,14°C – 45°C,Medium (50-70%),Pan India,Tropical,10a,"17.5585°N, 68.0422°E",Urban,56.7 – 113.4 kg/yr,8.1 – 16.2 kg/yr,Medium,Low,Minimal,Minimal,Low,Low,Columnar,Columnar,Evergreen,Sep-Nov,Oct-Dec,?149 – ?299,Seasonally Available,Private Agri Nursery,Year-round,11.9 – 23.8 sq.m,1232 – 2135 plants/ha,19.8 – 30.9 m,"17.5585, 68.0422","Tea (Camellia sinensis) is a perennial shrub native to or widely cultivated in India. It belongs to the family Theaceae and thrives in clay soils. Known for its medicinal value, it is widely planted across Pan India.",Provides 81.0 kg/year oxygen; absorbs 11.6 kg CO2/year; moderately beneficial for air quality; excellent shade tree.,Commercial / Timber
IND-0582,Vanilla,Vanilla planifolia,Orchidaceae,"Vanila, Flat-leaved Vanilla",Herb,Perennial,Medium,0.2 – 0.6 m,0.7 – 1.8 m,Taproot,Full Sun / Partial,High,Red Laterite,5.5 – 7.0,2°C – 47°C,Low (30-50%),Central India,Humid Subtropical,11a,"20.6783°N, 80.6137°E",Urban,25.9 – 51.8 kg/yr,2.0 – 3.9 kg/yr,Medium,Medium,Minimal,None Required,Medium,Medium,Vertical,Spreading,Semi-deciduous,Summer,Feb-Apr,?78 – ?156,Common,National Nursery (CAMPA),Oct-Nov,0.8 – 1.7 sq.m,2784 – 4825 plants/ha,13.1 – 20.5 m,"20.6783, 80.6137","Vanilla (Vanilla planifolia) is a perennial herb native to or widely cultivated in India. It belongs to the family Orchidaceae and thrives in black cotton soils. Known for its ornamental value, it is widely planted across Central India.",Provides 37.0 kg/year oxygen; absorbs 2.81 kg CO2/year; improves AQI; used in Ayurveda.,Decorative / Ornamental
IND-0583,Cinnamon,Cinnamomum verum,Lauraceae,"Dalchini, True Cinnamon",Tree,Perennial,Medium / Fast,10.6 – 26.4 m,5.5 – 13.6 m,Deep Taproot,Full Sun,Low,Black Cotton,7.0 – 8.5,6°C – 41°C,Medium (50-70%),Pan India,Highland,10a,"19.6641°N, 69.2346°E",Both,205.7 – 411.3 kg/yr,20.5 – 41.0 kg/yr,High,Medium / High,Yes – Annual,Minimal,Medium,Susceptible to Fungi,Spreading,Sparse,Semi-deciduous,Spring,Spring,?257 – ?515,Widely Available,Local Nursery,Post-monsoon,20.7 – 41.4 sq.m,369 – 640 plants/ha,36.0 – 56.2 m,"19.6641, 69.2346","Cinnamon (Cinnamomum verum) is a perennial tree native to or widely cultivated in India. It belongs to the family Lauraceae and thrives in sandy loam soils. Known for its ornamental value, it is widely planted across Pan India.",Provides 293.8 kg/year oxygen; absorbs 29.3 kg CO2/year; improves AQI; used in Ayurveda.,Decorative / Ornamental
IND-0584,Clove,Syzygium aromaticum,Myrtaceae,"Laung, Lavang",Tree,Perennial,Slow,7.4 – 18.6 m,5.1 – 12.8 m,Adventitious,Full Sun,Medium / High,Black Cotton,5.0 – 6.5,4°C – 35°C,Medium (50-70%),South India,Humid Subtropical,9b,"8.1266°N, 75.4683°E",Both,203.3 – 406.6 kg/yr,20.3 – 40.6 kg/yr,High,Low / Medium,Not Required,None Required,Very High,Medium,Bushy,Irregular,Evergreen,Spring,Mar-May,?937 – ?1875,Seasonally Available,National Nursery (CAMPA),Post-monsoon,100.2 – 200.3 sq.m,135 – 235 plants/ha,59.4 – 92.9 m,"8.1266, 75.4683","Clove (Syzygium aromaticum) is a perennial tree native to or widely cultivated in India. It belongs to the family Myrtaceae and thrives in clay soils. Known for its medicinal value, it is widely planted across South India.",Provides 290.4 kg/year oxygen; absorbs 29.0 kg CO2/year; improves AQI; used in Ayurveda.,Decorative / Ornamental
IND-0585,Nutmeg,Myristica fragrans,Myristicaceae,"Jaiphal, Mace",Tree,Perennial,Fast,8.5 – 21.1 m,8.8 – 22.0 m,Fibrous,Full Sun / Partial,Low,Black Cotton,6.0 – 7.5,3°C – 43°C,Low (30-50%),North India,Tropical,9b,"33.179°N, 74.4097°E",Both,147.8 – 295.5 kg/yr,20.6 – 41.2 kg/yr,Low,Low / Medium,Minimal,Organic (Monthly),High,Low,Bushy,Spreading,Semi-deciduous,Feb-Apr,Monsoon,?759 – ?1519,Widely Available,Private Agri Nursery,Feb-Mar,31.4 – 62.7 sq.m,222 – 384 plants/ha,46.5 – 72.6 m,"33.179, 74.4097","Nutmeg (Myristica fragrans) is a perennial tree native to or widely cultivated in India. It belongs to the family Myristicaceae and thrives in sandy soils. Known for its medicinal value, it is widely planted across North India.",Provides 211.1 kg/year oxygen; absorbs 29.4 kg CO2/year; improves AQI; used in Ayurveda.,Commercial / Timber
IND-0586,Camphor,Cinnamomum camphora,Lauraceae,"Kapoor, True Camphor",Tree,Perennial,Medium,3.9 – 9.8 m,7.1 – 17.9 m,Taproot,Partial / Shade,Medium / High,Red Laterite,6.5 – 8.0,13°C – 39°C,Low (30-50%),East India,Tropical,9b,"20.9468°N, 88.4748°E",Rural,177.4 – 354.9 kg/yr,26.2 – 52.5 kg/yr,High,Low / Medium,Minimal,Minimal,Low,High,Prostrate,Sparse,Evergreen,Sep-Nov,Oct-Dec,?1203 – ?2406,Rare,National Nursery (CAMPA),Year-round,94.5 – 189.0 sq.m,129 – 224 plants/ha,60.8 – 95.0 m,"20.9468, 88.4748","Camphor (Cinnamomum camphora) is a perennial tree native to or widely cultivated in India. It belongs to the family Lauraceae and thrives in loamy soils. Known for its medicinal value, it is widely planted across East India.",Provides 253.5 kg/year oxygen; absorbs 37.5 kg CO2/year; improves AQI; excellent shade tree.,Kitchen Garden
IND-0587,Palas Pala,Butea superba,Fabaceae,"Red Vine, Dragon's Blood",Shrub,Perennial,Slow,1.3 – 3.2 m,1.1 – 2.8 m,Taproot,Full Sun / Partial,Medium / High,Alluvial,7.0 – 8.5,11°C – 41°C,Variable,North India,Tropical,10a,"28.8705°N, 72.1303°E",Both,50.2 – 100.4 kg/yr,7.9 – 15.8 kg/yr,Very High,Low / Medium,Yes – Annual,NPK (Quarterly),Very High,Low,Bushy,Irregular,Evergreen,Feb-Apr,Summer,?160 – ?320,Rare,Private Agri Nursery,Post-monsoon,6.5 – 13.0 sq.m,1164 – 2017 plants/ha,20.3 – 31.8 m,"28.8705, 72.1303","Palas Pala (Butea superba) is a perennial shrub native to or widely cultivated in India. It belongs to the family Fabaceae and thrives in loamy soils. Known for its medicinal value, it is widely planted across North India.",Provides 71.7 kg/year oxygen; absorbs 11.3 kg CO2/year; moderately beneficial for air quality; excellent shade tree.,Decorative / Ornamental
IND-0588,Indian Pennywort,Centella asiatica,Apiaceae,"Gotu Kola, Mandukparni",Herb,Perennial,Medium,0.6 – 1.5 m,0.4 – 0.9 m,Deep Taproot,Full Sun,High,Red Laterite,5.5 – 7.0,13°C – 40°C,Low (30-50%),Pan India,Tropical,10a,"19.3832°N, 94.7237°E",Both,23.1 – 46.2 kg/yr,1.0 – 1.9 kg/yr,Very High,Medium / High,Yes – Annual,Minimal,Medium,Medium,Climbing,Columnar,Evergreen,Spring,Mar-May,?97 – ?194,Seasonally Available,State Forest Dept,Nov-Dec,6.2 – 12.3 sq.m,2447 – 4241 plants/ha,14.0 – 21.9 m,"19.3832, 94.7237","Indian Pennywort (Centella asiatica) is a perennial herb native to or widely cultivated in India. It belongs to the family Apiaceae and thrives in sandy loam soils. Known for its ornamental value, it is widely planted across Pan India.",Provides 33.0 kg/year oxygen; absorbs 1.39 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Agro-forestry
IND-0589,Indian Goosefoot,Chenopodium album,Amaranthaceae,"Bathua, Lamb's Quarters",Herb,Annual,Fast,0.5 – 1.4 m,0.3 – 0.8 m,Deep Taproot,Shade Tolerant,Low / Medium,Clay,5.5 – 7.0,5°C – 35°C,Variable,East India,Highland,9b,"25.1235°N, 86.2883°E",Urban,27.7 – 55.4 kg/yr,2.5 – 5.1 kg/yr,High,Medium / High,Not Required,Minimal,Very High,Susceptible to Fungi,Columnar,Dense,Deciduous,Feb-Apr,Nov-Jan,?16 – ?32,Common,Local Nursery,Jun-Jul,5.2 – 10.4 sq.m,7451 – 12915 plants/ha,8.0 – 12.5 m,"25.1235, 86.2883","Indian Goosefoot (Chenopodium album) is a annual herb native to or widely cultivated in India. It belongs to the family Amaranthaceae and thrives in clay loam soils. Known for its medicinal value, it is widely planted across East India.",Provides 39.6 kg/year oxygen; absorbs 3.62 kg CO2/year; improves AQI; excellent shade tree.,Medicinal / Ayurvedic
IND-0590,Touch-me-not,Mimosa pudica,Fabaceae,"Lajwanti, Sensitive Plant",Herb,Perennial,Slow,1.2 – 3.0 m,0.7 – 1.7 m,Shallow Fibrous,Shade Tolerant,Low,Loamy,5.5 – 7.0,8°C – 38°C,Variable,Northeast India,Highland,9b,"22.5766°N, 90.3882°E",Rural,7.5 – 15.0 kg/yr,2.1 – 4.3 kg/yr,Medium,Medium,Not Required,None Required,Very High,Susceptible to Pests,Bushy,Sparse,Deciduous,Monsoon,Oct-Dec,?84 – ?168,Seasonally Available,Online (Ugaoo/Nurserylive),Pre-monsoon,6.0 – 12.0 sq.m,6423 – 11133 plants/ha,8.6 – 13.5 m,"22.5766, 90.3882","Touch-me-not (Mimosa pudica) is a perennial herb native to or widely cultivated in India. It belongs to the family Fabaceae and thrives in loamy soils. Known for its ornamental value, it is widely planted across Northeast India.",Provides 10.7 kg/year oxygen; absorbs 3.04 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Medicinal / Ayurvedic
IND-0591,Garden Croton,Codiaeum variegatum,Euphorbiaceae,"Variegated Croton, Patta",Shrub,Perennial,Medium,2.1 – 5.2 m,1.9 – 4.7 m,Shallow Fibrous,Full Sun / Partial,Low,Loamy,6.0 – 7.5,10°C – 39°C,Medium (50-70%),Pan India,Highland,9a,"17.13°N, 72.08°E",Both,22.0 – 44.1 kg/yr,7.6 – 15.3 kg/yr,Very High,High,Minimal,Organic (Monthly),Low,High,Prostrate,Weeping,Evergreen,Jun-Aug,Post-monsoon,?281 – ?562,Common,Local Nursery,Pre-monsoon,5.3 – 10.6 sq.m,1196 – 2073 plants/ha,20.0 – 31.2 m,"17.13, 72.08","Garden Croton (Codiaeum variegatum) is a perennial shrub native to or widely cultivated in India. It belongs to the family Euphorbiaceae and thrives in clay loam soils. Known for its ornamental value, it is widely planted across Pan India.",Provides 31.5 kg/year oxygen; absorbs 10.9 kg CO2/year; moderately beneficial for air quality; excellent shade tree.,Urban Greening
IND-0592,Indian Lilac Vine,Hardenbergia violacea,Fabaceae,False Sarsaparilla,Shrub,Perennial,Slow / Medium,1.6 – 4.1 m,1.9 – 4.7 m,Fibrous,Full Sun,Low / Medium,Sandy,5.5 – 7.0,17°C – 35°C,Medium (50-70%),Central India,Arid,10b,"24.7158°N, 76.7459°E",Rural,69.2 – 138.5 kg/yr,8.6 – 17.2 kg/yr,Very High,Low,Not Required,Organic (Monthly),Medium,Susceptible to Pests,Climbing,Dense,Evergreen,Mar-May,Mar-May,?90 – ?180,Common,Agricultural Universities,Jan-Feb,9.8 – 19.6 sq.m,684 – 1186 plants/ha,26.5 – 41.4 m,"24.7158, 76.7459","Indian Lilac Vine (Hardenbergia violacea) is a perennial shrub native to or widely cultivated in India. It belongs to the family Fabaceae and thrives in alluvial soils. Known for its medicinal value, it is widely planted across Central India.",Provides 98.9 kg/year oxygen; absorbs 12.3 kg CO2/year; improves AQI; excellent shade tree.,Urban Greening
IND-0593,Bleeding Heart,Clerodendrum thomsoniae,Lamiaceae,"Bag Flower, Glory Bower",Shrub,Perennial,Slow / Medium,2.1 – 5.2 m,0.9 – 2.2 m,Fibrous,Shade Tolerant,Medium / High,Sandy,5.5 – 7.0,16°C – 49°C,High (70-90%),South India,Arid,12a,"12.4112°N, 74.5513°E",Urban,35.6 – 71.1 kg/yr,8.6 – 17.2 kg/yr,Low,Low,Yes – Bi-annual,None Required,Medium,Susceptible to Pests,Prostrate,Weeping,Semi-deciduous,Jun-Aug,Summer,?212 – ?424,Common,Agricultural Universities,Oct-Nov,8.5 – 16.9 sq.m,842 – 1459 plants/ha,23.8 – 37.2 m,"12.4112, 74.5513","Bleeding Heart (Clerodendrum thomsoniae) is a perennial shrub native to or widely cultivated in India. It belongs to the family Lamiaceae and thrives in red laterite soils. Known for its medicinal value, it is widely planted across South India.",Provides 50.8 kg/year oxygen; absorbs 12.3 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Coastal Protection
IND-0594,Ixora,Ixora coccinea,Rubiaceae,"Jungle Flame, Rangan",Shrub,Perennial,Medium / Fast,2.3 – 5.8 m,1.1 – 2.7 m,Rhizomatous,Shade Tolerant,Low,Clay Loam,5.5 – 7.0,12°C – 33°C,High (70-90%),Central India,Highland,11b,"21.3999°N, 79.5172°E",Both,69.1 – 138.2 kg/yr,9.8 – 19.6 kg/yr,Medium,Medium,Not Required,None Required,Low,Medium,Spreading,Sparse,Semi-deciduous,Sep-Nov,Nov-Jan,?239 – ?478,Seasonally Available,Private Agri Nursery,Oct-Nov,7.8 – 15.7 sq.m,858 – 1488 plants/ha,23.7 – 37.0 m,"21.3999, 79.5172","Ixora (Ixora coccinea) is a perennial shrub native to or widely cultivated in India. It belongs to the family Rubiaceae and thrives in red laterite soils. Known for its ornamental value, it is widely planted across Central India.",Provides 98.7 kg/year oxygen; absorbs 14.0 kg CO2/year; improves AQI; used in Ayurveda.,Coastal Protection
IND-0595,Duranta,Duranta erecta,Verbenaceae,"Golden Dewdrop, Pigeon Berry",Shrub,Perennial,Slow,0.8 – 2.1 m,0.8 – 2.0 m,Rhizomatous,Partial / Shade,Medium / High,Clay Loam,5.5 – 7.0,6°C – 37°C,Variable,Northeast India,Arid,10a,"28.0746°N, 92.803°E",Urban,35.1 – 70.3 kg/yr,4.4 – 8.8 kg/yr,Medium,High,Not Required,None Required,Very High,Low,Bushy,Sparse,Evergreen,Feb-Apr,Nov-Jan,?116 – ?232,Seasonally Available,Online (Ugaoo/Nurserylive),Year-round,10.8 – 21.7 sq.m,1274 – 2208 plants/ha,19.4 – 30.4 m,"28.0746, 92.803","Duranta (Duranta erecta) is a perennial shrub native to or widely cultivated in India. It belongs to the family Verbenaceae and thrives in loamy soils. Known for its ornamental value, it is widely planted across Northeast India.",Provides 50.2 kg/year oxygen; absorbs 6.3 kg CO2/year; moderately beneficial for air quality; excellent shade tree.,Roadside Planting
IND-0596,Tecoma,Tecoma stans,Bignoniaceae,"Yellow Bells, Trumpet Flower",Shrub,Perennial,Medium,2.2 – 5.4 m,0.7 – 1.8 m,Lateral Spreading,Full Sun / Partial,Medium,Sandy Loam,5.5 – 7.0,11°C – 46°C,Low (30-50%),North India,Tropical,12a,"30.7155°N, 72.3958°E",Both,33.5 – 67.1 kg/yr,7.8 – 15.5 kg/yr,Very High,Medium,Yes – Bi-annual,None Required,High,Low,Bushy,Dense,Semi-deciduous,Oct-Dec,Year-round,?178 – ?357,Seasonally Available,Online (Ugaoo/Nurserylive),Feb-Mar,10.1 – 20.3 sq.m,820 – 1422 plants/ha,24.2 – 37.8 m,"30.7155, 72.3958","Tecoma (Tecoma stans) is a perennial shrub native to or widely cultivated in India. It belongs to the family Bignoniaceae and thrives in red laterite soils. Known for its medicinal value, it is widely planted across North India.",Provides 47.9 kg/year oxygen; absorbs 11.1 kg CO2/year; improves AQI; used in Ayurveda.,Coastal Protection
IND-0597,Lantana,Lantana camara,Verbenaceae,"Wild Sage, Lantana",Shrub,Perennial,Fast,1.6 – 3.9 m,0.6 – 1.5 m,Shallow Fibrous,Full Sun,Low,Sandy,5.0 – 6.5,14°C – 49°C,High (70-90%),East India,Arid,11a,"25.1272°N, 89.1595°E",Rural,53.6 – 107.2 kg/yr,4.4 – 8.8 kg/yr,High,Medium / High,Not Required,Compost (Bi-monthly),Medium,High,Prostrate,Dense,Deciduous,Spring,Summer,?177 – ?355,Widely Available,Online (Ugaoo/Nurserylive),Post-monsoon,7.5 – 15.0 sq.m,921 – 1597 plants/ha,22.8 – 35.6 m,"25.1272, 89.1595","Lantana (Lantana camara) is a perennial shrub native to or widely cultivated in India. It belongs to the family Verbenaceae and thrives in clay loam soils. Known for its medicinal value, it is widely planted across East India.",Provides 76.6 kg/year oxygen; absorbs 6.3 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Urban Greening
IND-0598,Hamelia,Hamelia patens,Rubiaceae,"Firebush, Scarlet Bush",Shrub,Perennial,Medium / Fast,1.2 – 3.0 m,0.8 – 2.0 m,Adventitious,Full Sun,Low / Medium,Sandy,7.0 – 8.5,15°C – 45°C,Low (30-50%),Pan India,Subtropical,10b,"16.1685°N, 69.9926°E",Urban,66.7 – 133.4 kg/yr,7.0 – 14.0 kg/yr,Low,Medium / High,Minimal,Minimal,Medium,Medium,Columnar,Irregular,Evergreen,Jun-Aug,Monsoon,?322 – ?644,Seasonally Available,Local Nursery,Nov-Dec,4.8 – 9.5 sq.m,768 – 1332 plants/ha,25.0 – 39.0 m,"16.1685, 69.9926","Hamelia (Hamelia patens) is a perennial shrub native to or widely cultivated in India. It belongs to the family Rubiaceae and thrives in black cotton soils. Known for its medicinal value, it is widely planted across Pan India.",Provides 95.3 kg/year oxygen; absorbs 10.0 kg CO2/year; moderately beneficial for air quality; excellent shade tree.,Decorative / Ornamental
IND-0599,Plumbago,Plumbago auriculata,Plumbaginaceae,"Cape Leadwort, Chitrak",Shrub,Perennial,Fast,1.9 – 4.8 m,1.9 – 4.8 m,Taproot,Partial Sun,High,Red Laterite,6.0 – 7.5,18°C – 46°C,Variable,Pan India,Highland,10a,"31.5616°N, 89.6545°E",Both,21.6 – 43.1 kg/yr,7.5 – 15.0 kg/yr,Low,High,Minimal,Organic (Monthly),Very High,Medium,Climbing,Irregular,Semi-deciduous,Summer,Post-monsoon,?263 – ?526,Common,National Nursery (CAMPA),Year-round,5.3 – 10.6 sq.m,1309 – 2269 plants/ha,19.1 – 29.9 m,"31.5616, 89.6545","Plumbago (Plumbago auriculata) is a perennial shrub native to or widely cultivated in India. It belongs to the family Plumbaginaceae and thrives in black cotton soils. Known for its ornamental value, it is widely planted across Pan India.",Provides 30.8 kg/year oxygen; absorbs 10.7 kg CO2/year; improves AQI; used in Ayurveda.,Decorative / Ornamental
